College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
National Institute of Electronics & Information Technology ,Kerala,Engineering,"60,000","1,38,500",8.4,8.7,6.7,8.9,8.7,8.8,8.6
TKM College of Engineering ,Kerala,Engineering,"8,410","16,290",8.4,8.8,8.2,8.4,8.4,7.8,8.5
Amal Jyothi College of Engineering ,Kerala,Engineering,"1,00,000","96,000",7.6,7.9,7,7.9,9,6.9,7
Hindustan College of Engineering ,Kerala,Engineering,"50,000",--,8,8.3,7.6,8.1,8,8,7.9
Marian Engineering College ,Kerala,Engineering,"96,050","61,300",7.8,8.3,7.1,8.3,8.6,7.9,6.8
"Saintgits College of Engineering, Kottayam ",Kerala,Engineering,"75,000","1,71,900",8.3,8.4,7.9,8.6,8.8,7.8,8.1
Rajiv Gandhi Institute of Technology ,Kerala,Engineering,"22,000","22,000",7.9,8.3,7.3,8.1,8,7.4,8.4
Mangalam College of Engineering Ettumanoor ,Kerala,Engineering,"75,000","3,00,000",6.9,7,6.4,7.4,7.6,6.4,6.6
NSS College of Engineering ,Kerala,Engineering,"8,739","11,065",8.3,8.4,8,8.5,8,8.2,8.4
Sree Chitra Thirunal College of Engineering ,Kerala,Engineering,"62,668","75,041",8,8.6,6,8.3,7.5,8.3,9
"Thejus Engineering College, Thrissur ",Kerala,Engineering,"88,400","1,60,000",8,8.3,7.8,8.7,7.8,7.1,8.2
Mar Athanasius College of Engineering ,Kerala,Engineering,"8,225","21,950",8.4,8.5,8.2,8.2,8.8,8.1,8.5
St. Thomas College of Engineering and Technology- ,Kerala,Engineering,"58,150",--,8.3,8.4,7.9,8.6,8.5,7.8,8.3
"College of Engineering Thalassery, Kannur ",Kerala,Engineering,"38,250",--,7.2,7.8,6.3,7.8,7.5,6.6,7.3
"KMCT College of Engineering, Kozhikode ",Kerala,Engineering,"75,000",--,7.3,7.5,7.7,7.2,7.8,5.7,7.6
"MEA Engineering College- [MEAEC], Malappuram ",Kerala,Engineering,"75,000","60,000",8.2,8.1,8.6,8.3,8.7,6.6,8.7
Rajagiri School of Engineering & Technology ,Kerala,Engineering,"87,000","77,000",8.2,8.4,8,8.2,9,8.6,6.9
Sahrdaya College of Engineering ,Kerala,Engineering,"35,000","77,000",7.1,7.5,6.8,7.3,8.1,6.6,6.5
"Trinity College of Engineering, Trivendrum ",Kerala,Engineering,"75,000",--,6.8,7.6,6.4,7.3,6.7,6.1,6.5
Malaviya National Institute of Technology ,Rajasthan,Engineering,"94,333","1,22,665",8.2,8.2,7.4,8,8.7,8.2,8.5
"Singhania University, Jhunjhunu ",Rajasthan,Engineering,"42,000","42,000",7.1,7.1,6.7,7.1,7.1,7,7.3
Jaipur National University ,Rajasthan,Engineering,"1,14,000","37,600",7.5,7.9,7,7.7,7.8,6.7,7.6
Manipal University ,Rajasthan,Engineering,"3,19,000","36,000",8.4,8.2,8.3,8.2,9.2,7.7,9
JECRC University ,Rajasthan,Engineering,"1,85,000","30,000",8.1,8.1,7.4,8.2,8.2,8.1,8.7
"OPJS University, Churu ",Rajasthan,Engineering,"71,200","76,200",7.2,7.1,7.6,7.6,7.7,6.3,6.8
"Banasthali Vidyapith, Jaipur ",Rajasthan,Engineering,"2,03,500","1,61,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8
"Amity University, Jaipur ",Rajasthan,Engineering,"1,80,000","1,48,000",8,7.8,7.6,7.8,8.9,7.4,8.7
Suresh Gyan Vihar University ,Rajasthan,Engineering,"1,40,000","42,000",7.5,7.8,6.7,7.5,8.8,6.3,8
IIS (Deemed to be University) ,Rajasthan,Engineering,"99,300","25,500",8.3,8.6,8.5,8.6,8,7.9,8.4
Madhav University ,Rajasthan,Engineering,"70,000","13,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8
"Jagannath University, Jaipur ",Rajasthan,Engineering,"1,14,000","1,80,000",7.3,7.1,6.7,7.9,7.7,6.9,7.4
"Tantia University, Sriganganagar ",Rajasthan,Engineering,"30,000",--,8.6,8.8,8.4,9.3,8.8,7.1,9.1
"Pacific University, Udaipur ",Rajasthan,Engineering,"80,000","80,000",7.7,7.8,7.3,8.1,7.8,7.2,8
"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Engineering,"98,900","84,500",7.8,8.3,6.8,8.1,8.1,8,7.5
Maharana Pratap University of Agriculture and Technology ,Rajasthan,Engineering,"87,800","86,000",8,8.2,8,8,8.1,7.9,7.8
"Poornima College of Engineering, Jaipur ",Rajasthan,Engineering,"1,70,000","1,78,000",7.5,7.9,7.4,7.6,7.2,7.6,7.4
"Shridhar University, Pilani ",Rajasthan,Engineering,"99,300","61,300",6.7,6.2,6.6,6.5,6.5,7.3,6.8
"Jaipur Engineering College and Research Centre, Jaipur ",Rajasthan,Engineering,"92,000",--,7.7,7.9,6.6,7.5,7.3,8.1,8.5
Birla Institute of Technology ,Rajasthan,Engineering,"11,57,000",--,7.2,8.1,5.4,8.1,6.9,7.8,7.1
Institute of Advanced Studies in Education ,Rajasthan,Engineering,"79,400","64,000",8.2,8.9,8,8.3,8.4,7.5,7.9
Panjab University ,Haryana,Engineering,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2
Punjab Engineering College University of Technology ,Haryana,Engineering,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9
"University Institute of Engineering, Chandigarh University ",Haryana,Engineering,"1,60,000","80,000",8.4,8.6,7.9,8.1,8.7,8.7,8.3
"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Engineering,"1,00,200","41,200",7.4,7.1,7.6,7.4,7.5,7.1,7.7
National Institute of Technical Teachers Training and ,Haryana,Engineering,"44,696","24,500",7.7,7.7,6.7,8.6,7.7,7.7,8
"IILM University, Gurgaon ",Haryana,Engineering,"3,30,000","4,30,000",8.4,8.2,7.4,8.5,8.6,8.6,8.8
"University Institute of Engineering and Technology -[UIET], ",Haryana,Engineering,"82,197","16,160",7.4,7.5,7.5,7.4,7,7,8.2
"Starex University, Gurgaon ",Haryana,Engineering,"80,000","40,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7
"SRM University Delhi NCR, Sonepat ",Haryana,Engineering,"2,72,000","1,67,250",7.8,8,7.5,7.9,8.1,7.6,7.9
"Lingaya's Vidyapeeth, Faridabad ",Haryana,Engineering,"1,34,500","84,500",7.8,8,7.5,8.1,7.7,7.3,8.1
Modern Vidya Niketan ,Haryana,Engineering,"1,35,000","95,000",7,7.2,6.4,7.7,7,6.8,6.8
Delhi Technical Campus ,Haryana,Engineering,"69,500",--,8.2,8.2,8.1,8.4,8,8.2,8.5
Chandigarh College of Engineering and Technology ,Haryana,Engineering,"64,240",--,6.9,7.2,6.4,7.1,6.9,6.5,7.3
Manav Rachna University ,Haryana,Engineering,"2,44,000","1,16,000",7.8,7.6,7.5,7.7,8.8,7.3,7.9
Seth Jai Parkash Mukand Lal Institute of ,Haryana,Engineering,"89,090",--,7.3,7.5,7.2,7.2,7.4,6.8,7.4
"Sushant University / Ansal University, Gurgaon ",Haryana,Engineering,"2,41,120","1,37,120",7.8,8,8,7.9,8.4,7,7.5
"University Institute of Engineering and Technology, Maharshi ",Haryana,Engineering,"74,288","84,288",7.2,7.1,7.5,6.6,8.6,5.7,7.7
St. Andrews Institute of Technology and Management ,Haryana,Engineering,"92,000",--,8.7,8.8,8.6,8.7,9,8.6,8.6
Sardar Vallabhbhai National Institute of Technology ,Gujarat,Engineering,"1,50,000","95,000",8,7.9,7.8,7.6,8.2,7.9,8.4
Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Engineering,"1,54,000","1,97,000",8.7,8.8,8,8.4,8.7,9.2,8.8
"Institute of Technology, Nirma University, Ahmedabad ",Gujarat,Engineering,"1,97,200","2,64,000",8.3,8.3,7.9,8.3,8.9,8,8.3
"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Engineering,"7,640","8,340",8.1,8.4,6.6,8.5,8,8.3,8.8
Nirma University ,Gujarat,Engineering,"1,97,200","2,65,000",8.4,8.6,8,8.4,9.1,8.1,8.2
Pandit Deendayal Petroleum University [PDPU] / (Energy ,Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.3,8.3,8.1,9.4,8.1,9.4
"Pandit Deendayal Petroleum University, School of Technology ",Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.4,8.3,8.1,9.4,7.9,9.3
Central Institute of plastics engineering & Technology- ,Gujarat,Engineering,"65,000","77,000",7.5,7.6,6.8,7.5,7.9,7.5,7.5
Sardar Patel University ,Gujarat,Engineering,--,--,7.8,8.6,7,8.5,7.7,7.3,7.8
"CEPT University, Ahmedabad ",Gujarat,Engineering,"1,98,000","3,20,000",8.2,8.6,7.7,8.4,8.3,8.1,8
Ganpat University ,Gujarat,Engineering,"1,08,000","43,000",8.1,8.2,7.2,8.1,8.5,7.8,8.6
"Indus University, Ahmedabad ",Gujarat,Engineering,"96,000","1,26,000",7.5,7.9,7,7.7,7.8,6.8,7.9
Navrachana University ,Gujarat,Engineering,"1,14,000","1,12,000",7.7,7.7,7.4,8.2,8,7.2,7.8
Indian Institute of Information Technology Vadodara ,Gujarat,Engineering,"1,79,720","1,06,720",7.8,8.2,7.5,7.8,6.3,8.5,8.2
"Uka Tarsadia University, Bardoli ",Gujarat,Engineering,"94,000","44,000",8.1,7.8,7.9,8.2,9.4,6.9,8.3
"GSFC University, Vadodara ",Gujarat,Engineering,"1,21,250",--,8.1,8.8,6.4,8.7,8.5,7.9,8.4
"Auro University, Surat ",Gujarat,Engineering,"1,21,000",--,8.3,8.2,8.5,8.6,8.7,7.2,8.6
L.D. College of Engineering ,Gujarat,Engineering,"2,860","5,730",8.1,8.4,7.3,8.2,7.9,8.5,8.5
RK University ,Gujarat,Engineering,"76,500","50,000",8.5,9,7.9,8.6,9,7.8,8.5
Institute of Infrastructure Technology Research and Management ,Gujarat,Engineering,"29,100","89,500",7.6,8.3,7.3,8.4,7.9,6.9,6.5
"C. U. Shah University, Wadhwan ",Gujarat,Engineering,"77,800","1,03,800",7.7,7.6,7,8.2,7.8,7.4,7.9
"P.P. Savani University, Surat ",Gujarat,Engineering,"1,11,500","98,500",9.3,9.4,8.9,9.5,9.6,8.7,9.4
Vishwakarma Government Engineering College ,Gujarat,Engineering,"1,500","7,500",7.9,8.2,7.2,8.1,8.6,7.1,8.1
Dharmsinh Desai University ,Gujarat,Engineering,"1,52,000","1,40,000",7.7,8.5,7,8.3,7.1,8.1,6.9
Thapar Institute of Engineering and Technology ,Punjab,Engineering,"3,24,800","2,00,600",8.3,8,8.1,7.7,8.9,8.2,8.8
I.K. Gujral Punjab Technical University ,Punjab,Engineering,"88,750","83,150",8.1,8,7.4,8.7,8.3,7.7,8.7
Dr BR Ambedkar National Institute of Technology ,Punjab,Engineering,"6,76,000","2,28,000",7.9,8,7.7,7.6,8,8,8.3
Sant Longowal Institute of Engineering and Technology ,Punjab,Engineering,"81,000","58,000",7.6,7.7,7.1,7.5,8.4,6.5,8.1
Chitkara University ,Punjab,Engineering,"6,66,000",--,8.5,8.4,7.7,8.5,8.9,8.7,8.7
Chandigarh Group of Colleges ,Punjab,Engineering,"94,000","95,000",8.1,8,7.4,8,8.3,8.6,8.4
"RIMT University, Gobindgarh ",Punjab,Engineering,"1,35,000","76,500",7.6,7.9,7.3,7.8,8,6.7,7.8
"Guru Kashi University, Bathinda ",Punjab,Engineering,"92,680","92,100",7.5,7.4,7.2,8,7.2,7.2,7.8
"Rayat Bahra University, Mohali ",Punjab,Engineering,"1,00,000","40,000",7.7,7.8,7.4,8,7.7,7.4,7.6
"DAV University, Jalandhar ",Punjab,Engineering,"1,36,000","87,500",7.9,8.4,7,8.4,7,8,8.5
"Plaksha, Mohali ",Punjab,Engineering,"6,90,000","12,70,000",--,--,--,--,--,--,--
Chandigarh Engineering College ,Punjab,Engineering,"94,000","95,000",7.9,7.8,7.3,7.7,8.2,8.5,8
Sant Baba Bhag Singh University ,Punjab,Engineering,"82,500","1,03,300",8.5,9,8.2,8.6,8,8.5,8.6
"Global Institute, Amritsar ",Punjab,Engineering,"3,18,000","1,25,000",8.3,8,8.2,8.7,8.8,7.9,8.3
"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,Engineering,"1,70,600","85,600",8.2,8.6,7.8,8.4,8.2,8.1,8.2
Amritsar College of Engineering and Technology ,Punjab,Engineering,"4,03,024","1,43,623",7.4,7.3,6.7,7.6,7.7,7.3,7.7
Guru Nanak Dev Engineering College ,Punjab,Engineering,"98,689","90,574",7.7,7.9,7.2,7.8,7.9,7.4,7.9
Sri Guru Granth Sahib World University ,Punjab,Engineering,"1,04,000","68,000",8.8,8.6,9,9,9.1,8.4,8.7
Baba Banda Singh Bahadur Engineering College ,Punjab,Engineering,"90,000","90,000",8.1,8.3,7.6,8.6,8.8,7,8
Jadavpur University ,West bengal,Engineering,"2,400","24,000",8.4,9,7.6,8.5,8.1,8.4,9
Indian Institute of Engineering Science and Technology ,West bengal,Engineering,"70,000","81,500",8,8.3,7.7,7.9,7.9,7.5,8.4
Institute of Engineering and Management ,West bengal,Engineering,"1,68,400",--,7.5,8.2,6.5,8,6.7,8.4,7.2
Heritage Institute of Technology ,West bengal,Engineering,"1,16,200","1,31,100",7.8,7.9,7,7.8,8.4,7.6,8.2
Maulana Abul Kalam Azad University of Technology ,West bengal,Engineering,"49,000","81,200",7.7,8.1,6.9,8,7.8,7.7,7.6
Narula Institute of Technology ,West bengal,Engineering,"1,29,800","1,22,600",8,8.5,7.2,8.2,8.3,7.8,8
Haldia Institute of Technology ,West bengal,Engineering,"1,16,350","1,04,600",7.8,7.9,7.2,7.5,8.5,7.2,8.3
"Amity University, Kolkata ",West bengal,Engineering,"2,07,000","1,58,000",8.2,8.1,7.7,8.4,8.8,7.4,8.5
"Techno India University, Kolkata ",West bengal,Engineering,"89,200","2,01,000",8,8.2,7.4,8.2,8.1,7.8,8.4
"Adamas University, Kolkata ",West bengal,Engineering,"1,72,800","1,34,850",8.2,8.3,7.5,8.5,9,7.8,7.8
Sister Nivedita University ,West bengal,Engineering,"1,49,500","1,49,500",8.2,8.2,7.6,8.9,7.9,7.8,8.7
Asansol Engineering College ,West bengal,Engineering,"1,34,068","1,08,100",7.8,8.1,7.2,7.8,8.4,7.6,7.7
University of Engineering and Management ,West bengal,Engineering,"1,61,200","1,50,000",8.1,8.6,7.2,8.5,7.9,8.8,7.7
JIS College of Engineering ,West bengal,Engineering,"1,29,800","1,22,600",7.9,8.1,7.2,8.4,8.1,7.8,8
Kalyani Government Engineering College ,West bengal,Engineering,"16,155","17,855",7.9,8.1,7.6,8,7.8,7.4,8.4
The Neotia University ,West bengal,Engineering,"1,44,000","98,000",8.2,8.7,7.5,8.5,8.2,7.8,8.6
Bengal Institute of Technology ,West bengal,Engineering,--,--,7.4,7.9,6,7.5,7.1,7.7,8.2
Siliguri Institute of Technology ,West bengal,Engineering,"3,93,000","54,000",7.8,7.9,7.1,8,8.3,7.2,8.2
"University Institute of Technology, University Of Burdwan ",West bengal,Engineering,"71,200","26,000",6.5,7,5.9,7.2,6.6,5.4,6.6
Jalpaiguri Government Engineering College ,West bengal,Engineering,"14,877","51,916",7.8,7.8,7.9,7.8,7.4,7.3,8.8
"Techno India Salt Lake, Kolkata ",West bengal,Engineering,"4,83,800","2,73,000",7.5,7.9,6,7.8,7.5,7.6,8.3
Bengal College of Engineering and Technology ,West bengal,Engineering,"1,03,600","1,12,500",7.1,7.2,6.6,7.2,8,6.1,7.5
Dr. B.C. Roy Engineering College ,West bengal,Engineering,"1,08,980","1,19,000",7.7,7.9,7.3,7.7,8.1,7.2,7.8
Bengal College of Engineering ,West bengal,Engineering,"98,500",--,5.7,6.3,5.9,6,5.4,5.1,5.3
Seacom Skills University ,West bengal,Engineering,"82,000","80,000",7.5,8.4,6.4,8.9,7.4,6.7,7.3
Institute of Technical Education and Research ,Orissa,Engineering,"2,50,000","1,50,000",8.2,8.4,7.4,8.2,8.6,8.3,8
"C. V. Raman Global University, Bhubaneswar ",Orissa,Engineering,"1,19,000","97,000",7.6,7.9,7,7.5,8.2,7.5,7.6
Veer Surendra Sai University of Technology ,Orissa,Engineering,"91,280","91,140",7.9,8.2,7.7,7.9,7.4,7.7,8.4
Biju Patnaik University of Technology ,Orissa,Engineering,--,--,6.2,6.1,6.7,6.4,6.8,4.8,6.1
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,Engineering,"34,500","34,500",7.8,8,8.3,7.9,7.7,6.7,8.4
Silicon Institute of Technology ,Orissa,Engineering,"6,00,000","2,70,000",7.7,8.5,7,8.1,7.3,7.7,7.5
Xavier University ,Orissa,Engineering,"3,08,000","2,17,000",8.2,8.7,7.8,8.4,9.2,6.8,8.4
Bhubaneswar Engineering College ,Orissa,Engineering,"2,52,000",--,7.5,7.2,7.5,7.7,7.7,7.3,7.8
National Institute of Science and Technology ,Orissa,Engineering,"1,21,500","80,000",7.9,8.2,7.1,8.1,8.1,7.8,7.9
College of Engineering and Technology ,Orissa,Engineering,"2,35,000","1,22,000",7.7,8,7.6,7.6,7.1,7.9,8.1
Gandhi Institute for Technology ,Orissa,Engineering,"81,000","41,500",7.4,7.9,6.4,7.7,7.8,6.6,7.7
Orissa Engineering College ,Orissa,Engineering,"86,500",--,7.5,7.6,7,7.4,7.7,7.3,7.8
Parala Maharaja Engineering College ,Orissa,Engineering,"33,400","33,400",7.3,7.7,7.5,7.6,7.6,5.7,7.7
"CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT], ",Orissa,Engineering,--,--,7,6.3,5.3,7.8,7.3,7.3,7.7
GITA Autonomous College ,Orissa,Engineering,"1,08,000","91,300",8.7,9,8.3,8.9,8.8,8.3,8.6
"Seemanta Engineering College, Mayurbhanj ",Orissa,Engineering,"2,20,000","1,20,000",8,8.2,8,8.6,8.6,7,7.7
"Trident Academy of Technology, Bhubaneswar ",Orissa,Engineering,"1,08,300","72,000",8,8.3,7.5,8.3,8.1,7.9,7.9
"Government College of Engineering, Kendujhar ",Orissa,Engineering,"1,40,000",--,7,7.8,7.6,7.4,6.9,5.1,7.3
CIPET: Centre for Skilling and Technical Support ,Orissa,Engineering,"32,680","76,210",6.7,7,6.1,6.4,7.7,6.9,6.1
"Vignan Institute of Technology And Management, Berhampur ",Orissa,Engineering,"58,000",--,7.7,8.7,7.9,8.4,7.6,5.9,7.6
Krupajal Engineering College ,Orissa,Engineering,"72,000","79,000",6.3,6.6,6.3,6.5,6.9,4.9,6.5
"Graphic Era University, School of Engineering and ",Uttarakhand,Engineering,"2,36,400","1,21,000",8.2,8.3,7.7,8,8.6,8.8,8
"College of Technology, GB Pant University of ",Uttarakhand,Engineering,"65,344","46,244",7,7.1,6.7,6.9,7.3,6,7.7
University of Petroleum and Energy Studies ,Uttarakhand,Engineering,"16,04,500","5,57,250",8.1,8.1,7.8,7.9,8.6,7.7,8.2
"Doon University, Dehradun ",Uttarakhand,Engineering,"34,750",--,7.2,7.3,7,7.3,7.9,6.3,7.6
DIT University ,Uttarakhand,Engineering,"2,00,000","1,20,000",7.8,7.9,7.6,7.6,8.4,7.4,8
Graphic Era University ,Uttarakhand,Engineering,"3,23,400","92,900",8.3,8.2,7.9,8.4,8.6,8.1,8.4
Graphic Era Hill University ,Uttarakhand,Engineering,"2,75,600","79,600",8.1,7.9,7.8,8.1,8.4,7.7,8.4
"ICFAI University, Dehradun ",Uttarakhand,Engineering,"1,56,000","1,40,000",7.8,8.2,7.5,8.2,7.4,7.3,7.9
"MotherHood University, Roorkee ",Uttarakhand,Engineering,"71,650",--,8,8.3,7.9,7.6,8,8,8.3
Himgiri Zee University ,Uttarakhand,Engineering,"90,000","80,000",7.9,8.5,5.5,9,8,7.7,8.8
Swami Rama Himalayan University ,Uttarakhand,Engineering,"2,12,250","84,000",7,7.1,6.6,6.9,7.4,7.1,6.7
"Tula's Institute, Dehradun ",Uttarakhand,Engineering,"1,12,500","91,500",7.8,8,7.2,7.7,8.5,7.4,8.2
THDC Institute of Hydro Power Engineering and ,Uttarakhand,Engineering,"73,500",--,6.9,6.8,6.4,7.4,7.8,5.6,7.2
Shivalik College of Engineering ,Uttarakhand,Engineering,"1,01,400","46,400",7.2,7.1,7.1,7.3,7.2,7.1,7.3
Women Institute of Technology ,Uttarakhand,Engineering,"75,500",--,7.9,9,7.4,9,7.2,6.7,8.3
Indian Institute of Aeronautical Engineering ,Uttarakhand,Engineering,"3,00,000","3,00,000",8.3,7.5,8.5,8.5,9,8,8
Indira Gandhi National Forest Academy ,Uttarakhand,Engineering,"1,84,500",--,8.7,9,9,8,9,9,8
"Bipin Tripathi Kumaon Institute of Technology, Almora ",Uttarakhand,Engineering,"71,150","82,250",6.4,6.8,6.2,6.6,7.3,4.6,6.8
Govind Ballabh Pant Engineering College ,Uttarakhand,Engineering,"69,015","80,015",6.4,7.1,6,6.1,7.3,5.1,7
BFIT Group of Institutions ,Uttarakhand,Engineering,"35,000",--,7.5,7.7,7.1,7.7,7.6,7.1,8
Dev Bhoomi Institute of Technology ,Uttarakhand,Engineering,"1,19,700","92,000",7.2,7.1,6.5,7.5,7.4,7.5,7.2
Graphic Era Hill University Bhimtal Campus ,Uttarakhand,Engineering,"2,75,600","1,30,600",8.1,8.2,7.6,7.9,8.8,7.8,8
Indian Institute of Management ,Tamil nadu,Management,"11,90,000","10,00,000",8.8,8.7,8.8,9.1,8.9,8.7,8.8
"Department of Management Studies, IIT Madras ",Tamil nadu,Management,"11,200","11,25,000",9.1,9.2,9.1,9,9.2,9.1,8.7
"Great Lakes Institute of Management, Chennai ",Tamil nadu,Management,"16,01,000","16,01,000",8.7,8.8,8.7,9.2,9.1,8.1,8.2
Loyola Institute of Business Administration ,Tamil nadu,Management,"15,26,000","20,500",9,9.1,9,9,9,9,9.1
"Department of Management Studies, Anna University ",Tamil nadu,Management,"20,500",--,9.4,9.6,9.4,9.4,9.4,9.3,--
Bharathidasan Institute of Management ,Tamil nadu,Management,"7,10,351",--,8.6,9,8.7,8.8,8,8.7,8.2
"School of Management, SRM IST, Kanchipuram ",Tamil nadu,Management,"1,10,000","3,60,000",9,8.9,9.1,9,9,9,--
"Amrita Vishwa Vidyapeetham, Coimbatore ",Tamil nadu,Management,"10,60,000","30,000",8.1,8.5,6.6,8.5,8.6,8.2,8
PSG Institute of Management ,Tamil nadu,Management,"8,00,000",--,8.7,8.8,8.2,9.2,8.5,8.3,9.3
Vel Tech Dr. RR & Dr. SR ,Tamil nadu,Management,"93,000","70,000",8.1,8.2,8.5,8,8.1,7.8,7.8
Bharath University ,Tamil nadu,Management,"40,000","1,00,000",7.6,7.9,7.1,8.1,7.6,7.8,7
Sairam Institute of Management Studies ,Tamil nadu,Management,"75,000",--,8.4,9,8,8,8,9,--
"PSNA College of Engineering and Technology, Dindigul ",Tamil nadu,Management,"35,000",--,8.3,8.5,8,8.5,8.8,8.1,8
"IIKM Business School, Chennai ",Tamil nadu,Management,"3,75,000",--,6.9,6.8,6.1,7.4,7,7.4,6.8
Vivekananda Institute of Management Studies ,Tamil nadu,Management,"2,00,000",--,7.5,7.8,6.5,7.8,7.8,7.3,7.5
GRG School of Management Studies ,Tamil nadu,Management,"40,000","40,000",9,9,9,9.3,9.3,8.3,9.3
"Sona School of Management, Salem ",Tamil nadu,Management,"1,70,000",--,8.1,8.2,7.4,8.2,8.3,8,8.2
DJ Academy for Managerial Excellence ,Tamil nadu,Management,"1,60,000",--,9.1,9,9,9,9.7,9.3,8.7
Sardar Vallabhbhai Patel International School of Textile ,Tamil nadu,Management,"1,46,000",--,8.2,7.5,8,9.3,7.5,8.5,8.3
"Karunya School of Management, Karunya University ",Tamil nadu,Management,"2,44,000","41,000",8.4,8.5,8.2,8.7,8.7,8.2,8
Coimbatore Institute of Management and Technology ,Tamil nadu,Management,"1,20,000","15,000",8.3,8.4,8,8.6,8.6,8,8.3
"ITM Business School, Chennai ",Tamil nadu,Management,"4,95,000",--,8.3,8.8,8.2,8,8.5,8,8.5
SNS College of Technology ,Tamil nadu,Management,"35,000",--,8.3,8.5,7.6,8.5,8.5,8.3,8.5
"Shailesh J. Mehta School of Management, IIT ",Maharashtra,Management,"6,91,100","25,800",8,8.3,7.9,8.5,8.5,8.4,6.6
SP Jain Institute of Management and Research ,Maharashtra,Management,"17,50,000","1,50,000",8.7,9,8.3,9,8.8,9,8.1
"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Maharashtra,Management,"3,05,000",--,8.8,9.1,8.6,9.1,8.7,9.2,8.3
Symbiosis Institute of Business Management ,Maharashtra,Management,"9,80,000",--,8.8,8.7,8.8,8.8,9.1,8.9,8.3
Narsee Monjee Institute of Management Studies ,Maharashtra,Management,"6,02,000","3,02,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2
Symbiosis Centre for Management and Human Resource ,Maharashtra,Management,"9,40,000","2,20,000",8,8,7.5,7.9,7.6,8.2,8.5
Prin. L. N. Welingkar Institute of Management ,Maharashtra,Management,"5,50,000","3,40,000",8,8.4,7.4,8.4,8.2,7.8,7.9
"Bharati Vidyapeeth University, Institute of Management and ",Maharashtra,Management,"2,25,000","1,00,000",8,8.4,7.5,8.5,8,7.7,7.9
"KJ Somaiya Institute of Management, Mumbai ",Maharashtra,Management,"8,17,290","3,32,455",8.3,8.3,7.9,8.2,8.7,7.9,8.5
Institute of Management Technology ,Maharashtra,Management,"6,42,000",--,8.6,8.4,8.6,8.5,9,7.9,8.9
"Sydenham Institute of Management Studies, Research & ",Maharashtra,Management,"1,38,000","16,000",8.9,9.1,8.8,9.1,8.6,9,8.5
Symbiosis Institute of International Business ,Maharashtra,Management,"7,90,000",--,8.4,8.4,7.9,8.5,8.7,8.1,8.9
Balaji Institute of Modern Management ,Maharashtra,Management,"4,80,000",--,8.2,8,8.2,8.9,8.2,8.1,7.9
SIES School of Business Studies ,Maharashtra,Management,"3,50,000",--,7.8,8.5,6.1,8.1,8.2,7.7,8.1
ITM Business School Kharghar ,Maharashtra,Management,"4,95,000",--,7.6,8.1,6.6,8.1,7.3,7.3,7.9
Symbiosis Institute of Operations Management ,Maharashtra,Management,"12,20,000","20,000",8.6,9.4,8.5,8.5,7.8,8.8,8.6
Symbiosis Institute of Digital and Telecom Management ,Maharashtra,Management,"6,60,000",--,8.9,8.9,8.7,8.9,9.1,8.8,8.7
